2.267058308913016684e-01 2.751932482942591740e-01 3.340510634817188684e-01 4.054972776583009586e-01 4.922242739613137963e-01 5.975002773777112752e-01 7.252925147175917076e-01 8.804167158115411285e-01 1.068718589743329339e+00 1.297294114878501992e+00 1.574756944110606405e+00 1.911563002239331288e+00 2.320404507626421697e+00 2.816688266463359014e+00 3.419116263718994020e+00 4.150390429788745728e+00 5.038068141311287107e+00 6.115600694893593037e+00 7.423593887646120493e+00 9.011338208315697429e+00 1.093866630282478170e+01 1.327820771105187525e+01 1.611812584248112756e+01 1.956544033106389691e+01 2.375005996909981221e+01 2.882967819744242277e+01 3.499571563395888063e+01 4.248053357881604342e+01 5.156619033073260994e+01 6.259507028770819659e+01 7.598278637985809780e+01 9.223384205035117134e+01 1.119606429914266386e+02 1.359065750748043229e+02 1.196335627261647119e+02 1.515735390060659995e+02 1.915955949333645094e+02 2.339699286898141963e+02 2.951453025832378216e+02 3.714061718444008307e+02 4.522043398861433730e+02 5.679544450088245640e+02 7.125574178149470299e+02 8.656948410001205048e+02 1.083539366409876720e+03 1.353933526393445845e+03 1.638266978222487069e+03 2.038539158244507007e+03 2.528412360003241247e+03 3.037392119264772191e+03 3.736604559349188094e+03 4.569355979129568368e+03 5.419487736018198120e+03 6.542146775057013656e+03 7.831861870302366697e+03 9.127138028305198532e+03 1.076086678759682763e+04 1.258132503835020725e+04 1.440257834970527801e+04 1.661247971384425546e+04 1.903364488412153150e+04 2.147273395315639937e+04 2.435150202684662145e+04 2.748204449496214511e+04 3.066900906706858950e+04 3.435833760813788103e+04 3.836044654394589452e+04 4.247909108290436416e+04 4.719437180832223385e+04 5.233117875610818010e+04 5.771412764438238082e+04 6.388639551765754004e+04 7.071600387195849908e+04 7.808518252649057831e+04 8.664245622070477111e+04 9.633344430551535334e+04 1.073691514793738315e+05 1.197096478371215489e+05 1.340367919959627907e+05 1.501845158054226486e+05 1.678319399356459617e+05 1.872022881618872925e+05 2.075251382231863390e+05 2.278446873043405358e+05 2.479432153611386602e+05 2.669846996480193338e+05 2.843948555122806574e+05 3.007671356794205494e+05 3.160722876907844329e+05 3.303041499065938988e+05 3.444610327112781815e+05 3.584900796711799339e+05 3.721750957341848407e+05 3.864795606838783133e+05 4.011115976876526838e+05 4.156262663538903580e+05 4.310787207960404339e+05 4.470224899110091501e+05 4.628500634574520518e+05 4.798207249698168598e+05
2.020351408262581472e-01 2.452460373647112335e-01 2.976987993134139199e-01 3.613700594919390663e-01 4.386592092355940387e-01 5.324788171929011327e-01 6.463643867257135023e-01 7.846075880159516514e-01 9.524179856051424586e-01 1.156119355916444214e+00 1.403387992799621120e+00 1.703541981418467355e+00 2.067892341494139696e+00 2.510169272405900376e+00 3.047039562793710132e+00 3.698734662754966873e+00 4.489813086943254206e+00 5.450085879010338807e+00 6.615740012645079382e+00 8.030702063516955036e+00 9.748293540814445990e+00 1.183324025798404300e+01 1.436411146391016302e+01 1.743628065089133017e+01 2.116551961466668885e+01 2.569236120525148692e+01 3.118739517473013478e+01 3.785769669102934643e+01 4.595462977014640416e+01 5.578331969180892713e+01 6.771415135760904036e+01 8.219672689638140639e+01 9.977680849601469504e+01 1.211168849363107825e+02 1.067228746463206619e+02 1.352157686040100657e+02 1.709183655109856090e+02 2.087192458250486879e+02 2.632915989678133997e+02 3.313205516238819541e+02 4.033964554764208401e+02 5.066493636155153695e+02 6.356370613597089232e+02 7.722349875254352582e+02 9.665429599133650527e+02 1.207710050894489768e+03 1.461298684434311554e+03 1.818255131594898330e+03 2.255067428732024382e+03 2.708879659608496240e+03 3.332191799206832911e+03 4.074410702240777482e+03 4.832181979235423569e+03 5.832296113320599943e+03 6.981162954110173814e+03 8.134921317479845129e+03 9.589797270792123527e+03 1.121090096835723125e+04 1.283246162144608388e+04 1.479987328784678357e+04 1.695524831345828716e+04 1.912672723745280382e+04 2.168931288148215390e+04 2.447596571375542408e+04 2.731304815060101464e+04 3.059705207909410819e+04 3.415947703801278112e+04 3.782590679208064830e+04 4.202326681387155259e+04 4.659600236759534164e+04 5.138834324228040350e+04 5.688343093010821758e+04 6.296419086382882233e+04 6.952622874619236973e+04 7.714647482282608689e+04 8.577688763920043129e+04 9.538062345958237711e+04 1.065960178862448520e+05 1.193548622781362938e+05 1.337330463258172094e+05 1.494435312302920502e+05 1.666824914901046723e+05 1.847627788035702251e+05 2.028332577532463765e+05 2.207007580318308901e+05 2.376240605003637611e+05 2.530954229933688766e+05 2.676453106248720433e+05 2.812491179146294598e+05 2.939015511649638647e+05 3.064902752126393607e+05 3.189675678033283330e+05 3.311404055107860477e+05 3.438654808681937866e+05 3.568827338202935061e+05 3.697960327969859354e+05 3.835440051959663397e+05 3.977293058361064177e+05 4.118113456790750497e+05 4.269104996596843121e+05
1.800730053892834470e-01 2.185866816409612612e-01 2.653375906483904090e-01 3.220874962854986534e-01 3.909749651753338107e-01 4.745959565544776160e-01 5.761016485463452685e-01 6.993171873341075262e-01 8.488858341837287602e-01 1.030443942361630949e+00 1.250833357786920397e+00 1.518359247536253287e+00 1.843103072225223737e+00 2.237302496334903967e+00 2.715812553045719557e+00 3.296665442139955715e+00 4.001750056428447166e+00 4.857636844013494937e+00 5.896579090543547785e+00 7.157728353836304791e+00 8.688609853376805248e+00 1.054691341335063548e+01 1.280266744921034672e+01 1.554087792240614974e+01 1.886473170979920511e+01 2.289948510370909673e+01 2.779718397705092769e+01 3.374239348852707820e+01 4.095915324640687061e+01 4.971942002967480789e+01 6.035331622252479633e+01 7.326157016477715445e+01 8.893061722108691924e+01 1.079509306384729967e+02 9.522985264714604625e+01 1.206541718442894364e+02 1.525116076689276383e+02 1.862412212745186650e+02 2.349355931975013334e+02 2.956365229885930148e+02 3.599478934132530412e+02 4.520758187452925085e+02 5.673480655359163620e+02 6.890372496620382208e+02 8.623928894387877335e+02 1.077541829079562376e+03 1.303761121117399625e+03 1.622309167830328306e+03 2.011733594401406208e+03 2.416434345869744902e+03 2.972177639612332769e+03 3.633801192566887494e+03 4.309211199105091509e+03 5.200369492878983692e+03 6.223847748557882369e+03 7.251622039928663071e+03 8.547277530325443877e+03 9.990762780047552951e+03 1.143469995598088644e+04 1.318624262963597357e+04 1.510500699088319925e+04 1.703825508180615361e+04 1.931937117935675633e+04 2.179988959134371180e+04 2.432550265200453214e+04 2.724868273182812482e+04 3.041992137823397206e+04 3.368356093901344866e+04 3.741986415766490245e+04 4.149045968726619321e+04 4.575703732014430716e+04 5.064929577958379377e+04 5.606342730990165728e+04 6.190694392123808939e+04 6.869304243864997989e+04 7.637932258589271805e+04 8.493323093469957530e+04 9.492210943555018457e+04 1.062848188905705028e+05 1.188872104808421573e+05 1.330738646175042959e+05 1.484153867793096870e+05 1.642962182174075278e+05 1.805675686462906306e+05 1.964489887787406042e+05 2.114867110866435687e+05 2.252322204722544702e+05 2.381598921337182983e+05 2.502492382580665872e+05 2.614957266572595981e+05 2.726885225117290975e+05 2.837844753832189017e+05 2.946111925189382164e+05 3.059303076060070889e+05 3.175100865043202066e+05 3.289978492431367631e+05 3.412284922133306391e+05 3.538484030677038827e+05 3.663765667158778524e+05 3.798097017224956653e+05
1.605220768284890409e-01 1.948542371923061289e-01 2.365292955458269675e-01 2.871177371225981934e-01 3.485259395888650746e-01 4.230680130863299637e-01 5.135530052883713337e-01 6.233907577099233599e-01 7.567204023661284751e-01 9.185663410550752861e-01 1.115027585196611160e+00 1.353507591320327830e+00 1.642993253336176629e+00 1.994393565147965841e+00 2.420950715790765706e+00 2.938739108824293123e+00 3.567271111057086941e+00 4.330232357670411147e+00 5.256374323021235639e+00 6.380597792812447544e+00 7.745268067256468214e+00 9.401811457421521467e+00 1.141265323721888869e+01 1.385357008092181808e+01 1.681654563560384474e+01 2.041323683804742828e+01 2.477918160100505318e+01 3.007890643149556098e+01 3.651212645691126824e+01 4.432127150106616398e+01 5.380062182325734454e+01 6.530739779204002105e+01 7.927522139760891662e+01 9.623045688716605639e+01 8.499889154841351058e+01 1.076915977948110026e+02 1.361261104330580736e+02 1.664341747268624658e+02 2.096933703413674550e+02 2.638709560577548814e+02 3.212703988683142597e+02 4.034949329993930860e+02 5.063729264015755689e+02 6.149752029760495589e+02 7.696790534925435168e+02 9.616664949924370376e+02 1.163521363575976920e+03 1.447726103682897701e+03 1.795116318160446099e+03 2.156096708544549983e+03 2.651687783262298581e+03 3.241561960012075360e+03 3.843650452126566961e+03 4.637811167152253802e+03 5.549662872092363614e+03 6.465281117914591960e+03 7.619302788275231251e+03 8.904556825083764124e+03 1.019036898127622771e+04 1.174974071178229678e+04 1.345787040405011248e+04 1.517926944174783239e+04 1.720959013998849696e+04 1.941758455931130447e+04 2.166592398511434294e+04 2.426789574096684737e+04 2.709067425602936419e+04 2.999596995106480972e+04 3.332183795729156554e+04 3.694542629056759324e+04 4.074396707608809083e+04 4.509958547331445880e+04 4.992028303702706762e+04 5.512416971166139410e+04 6.116770706808274554e+04 6.801351436962879961e+04 7.563285424272365344e+04 8.452986787820147583e+04 9.464970470201295393e+04 1.058720379376499186e+05 1.185013089162629622e+05 1.321536533388458774e+05 1.462797733133133734e+05 1.607461627500016475e+05 1.748595610552258731e+05 1.880231822368169960e+05 2.004280059318791900e+05 2.119116743825413869e+05 2.224237741351906443e+05 2.326479296153044561e+05 2.425981276649916836e+05 2.524644529173894261e+05 2.620928816551497439e+05 2.721604300814393791e+05 2.824605825969536672e+05 2.926793418892034097e+05 3.035592646050705225e+05 3.147856702412864543e+05 3.259305769769098843e+05 3.378806250262213289e+05
1.431176530586911466e-01 1.737273879486403716e-01 2.108838754579107910e-01 2.559873227432331033e-01 3.107374106387147950e-01 3.771973445235986544e-01 4.578716042693573018e-01 5.558003231994638194e-01 6.746738526438493810e-01 8.189718293451577757e-01 9.941319863406903323e-01 1.206755068798786024e+00 1.464853576869526108e+00 1.778153709189207232e+00 2.158461885494619370e+00 2.620109660405775642e+00 3.180493794533005847e+00 3.860731834978371690e+00 4.686457910163622564e+00 5.688788727761548536e+00 6.905496178451131506e+00 8.382430733961655278e+00 1.017524927881793495e+01 1.235151248749448527e+01 1.499323078465711845e+01 1.819995483059975072e+01 2.209252699390410157e+01 2.681763518202628660e+01 3.255334063661871369e+01 3.951578800333507502e+01 4.796735053876556520e+01 5.822651739893447598e+01 7.067989560249893088e+01 8.579677895129560738e+01 7.589147341560131110e+01 9.615254494680173991e+01 1.215400289941565717e+02 1.486001780626212110e+02 1.872231734447902625e+02 2.355937735727440270e+02 2.868403131630147413e+02 3.602489643720310823e+02 4.520937076187468620e+02 5.490461121222625707e+02 6.871461867425816763e+02 8.585151949682051509e+02 1.038806904982383912e+03 1.292312466293147054e+03 1.602282776312185433e+03 1.924341983109272860e+03 2.366383051123073074e+03 2.892481718788209946e+03 3.429196424747910896e+03 4.137004570999003590e+03 4.949480454593089235e+03 5.765252208858145423e+03 6.793076050799518271e+03 7.937576918573896364e+03 9.082621664549324123e+03 1.047091870186208689e+04 1.199153793135019805e+04 1.352411860476220500e+04 1.533140536467781021e+04 1.729679648706513035e+04 1.929830398248660276e+04 2.161433405846377718e+04 2.412691157602162639e+04 2.671320727041111968e+04 2.967370471502405053e+04 3.289936658521358913e+04 3.628126010326475807e+04 4.015916195274806523e+04 4.445158538935971592e+04 4.908607340810413734e+04 5.446858233096187178e+04 6.056619728352200764e+04 6.735357436265144497e+04 7.527859120001339761e+04 8.429199018789416004e+04 9.428574426723534998e+04 1.055285641598478251e+05 1.176771213892926608e+05 1.302411172862611420e+05 1.431006764218236785e+05 1.556401743388840696e+05 1.673313246292361582e+05 1.783469536510777252e+05 1.885452805734699359e+05 1.978827696652598679e+05 2.069675856959233934e+05 2.158116919767883664e+05 2.243355082064134185e+05 2.331452014408771356e+05 2.420986313943267742e+05 2.509552574357995763e+05 2.603487871935725270e+05 2.700263110963314539e+05 2.800122290946738794e+05 2.899257699796020752e+05 3.005555832567024627e+05
1.276240938414320569e-01 1.549200953797902625e-01 1.880541144707575940e-01 2.282747753458592710e-01 2.770977556425955335e-01 3.363629032854332790e-01 4.083035694180626729e-01 4.956307701330003312e-01 6.016353485538816770e-01 7.303119871520867834e-01 8.865097435847643093e-01 1.076114782855205787e+00 1.306272191884583433e+00 1.585655235367714910e+00 1.924792199565705797e+00 2.336463140835181473e+00 2.836181489987918081e+00 3.442778661286623798e+00 4.179113696514900944e+00 5.072934686388302694e+00 6.157924431159323753e+00 7.474969745148850819e+00 9.073702237747555799e+00 1.101436863376435227e+01 1.337010111437910886e+01 1.622967323435460685e+01 1.970084526964764748e+01 2.391442506168437276e+01 2.902919738738430411e+01 3.523790761358851142e+01 4.277452512426121700e+01 5.192306023586040453e+01 6.302826685801466056e+01 7.650863421916493223e+01 6.778429216319408113e+01 8.588078509610518552e+01 1.051908189280546395e+02 1.327248165510392539e+02 1.672207764676174691e+02 2.037702016100750484e+02 2.561914839177449039e+02 3.218890073724661534e+02 4.037755164085826323e+02 4.903573546535799892e+02 6.136768647265909067e+02 7.666913465205885814e+02 9.276615986469208792e+02 1.153964078378179693e+03 1.430622151545244833e+03 1.718032386603264968e+03 2.112400632256697918e+03 2.581623659997838786e+03 3.060237735485845405e+03 3.691169198157321262e+03 4.415174554203191292e+03 5.142057564552739677e+03 6.057534060131101796e+03 7.076731113725489195e+03 8.096460224192480382e+03 9.332462649534989396e+03 1.068630083430806735e+04 1.205064833866999834e+04 1.365938810862587161e+04 1.540881199829957404e+04 1.719058738567168257e+04 1.925243658313286505e+04 2.148850682288321332e+04 2.379082740102775279e+04 2.642607212825634633e+04 2.929750068100039789e+04 3.230849546434540389e+04 3.576113639653749851e+04 3.958329314867561334e+04 4.371090460112443543e+04 4.850496801599183527e+04 5.393654116915511986e+04 5.998329699146185885e+04 6.704302498561383982e+04 7.507144060120543872e+04 8.397146074848178250e+04 9.397999030739905720e+04 1.047897911467090162e+05 1.159631010645210335e+05 1.273922062434355903e+05 1.385306167089180381e+05 1.489110321131498204e+05 1.586901074919834500e+05 1.677443514871096413e+05 1.760363248756698740e+05 1.841070049120472104e+05 1.919665491103976965e+05 1.995434642574577592e+05 2.073762230191413546e+05 2.153378981155126239e+05 2.232141764983087778e+05 2.315684542202304874e+05 2.401756211161729880e+05 2.487240382782233937e+05 2.578746680645546585e+05 2.673292237620268716e+05
1.138316304399510231e-01 1.381777258054799618e-01 1.677309183307054696e-01 2.036048921782583065e-01 2.471515241881998004e-01 3.000118280805871285e-01 3.641777945084312962e-01 4.420674573450506517e-01 5.366160150080021563e-01 6.513864406406805196e-01 7.907037493918421811e-01 9.598179825287400657e-01 1.165102050286355606e+00 1.414291888973665534e+00 1.716777982430887084e+00 2.083959233548540624e+00 2.529672521162496412e+00 3.070714129771178413e+00 3.727472701661487697e+00 4.524697563646829401e+00 5.492431382085243285e+00 6.667142292401261550e+00 8.093098166344221411e+00 9.824034804947009647e+00 1.192518092146245756e+01 1.447571622384722190e+01 1.757175522731237649e+01 2.132996923909844256e+01 2.589198300655329987e+01 3.142971171204465719e+01 3.815183943432312930e+01 4.631168321103481134e+01 5.621673905215980938e+01 6.824026963687666125e+01 6.056758411658446306e+01 7.673724817241756568e+01 9.399117324462382328e+01 1.185931524841680300e+02 1.494153653646381201e+02 1.820720111579308593e+02 2.289089537909542855e+02 2.876061031430353978e+02 3.495980973349236365e+02 4.381143356540302420e+02 5.482763747805258845e+02 6.644851866925976083e+02 8.287219698930812228e+02 1.030807807454152908e+03 1.241790583164243571e+03 1.534374633278605415e+03 1.886383968847667802e+03 2.304890155434408371e+03 2.731778959804595161e+03 3.294268798042818162e+03 3.939511139603720494e+03 4.587335165603463793e+03 5.402718311312823062e+03 6.310364454296759504e+03 7.218533080446543863e+03 8.318959079815673249e+03 9.524182828076764054e+03 1.073890942055949017e+04 1.217090100915151925e+04 1.372806972831968415e+04 1.531423785658974521e+04 1.714945161703427220e+04 1.913973859532463757e+04 2.118926416642859840e+04 2.353497037123576956e+04 2.609106282602882493e+04 2.877188565394951365e+04 3.184596361230397088e+04 3.524949408734469034e+04 3.892588835660012410e+04 4.319612208053217910e+04 4.803478626142877329e+04 5.342223487697392557e+04 5.971166656808571861e+04 6.686321729465822864e+04 7.478954042235160887e+04 8.369922920672560576e+04 9.331717914503601787e+04 1.032524131454350718e+05 1.134080745304292941e+05 1.232992418923625082e+05 1.325129127018126601e+05 1.411913333854897355e+05 1.492272623075512238e+05 1.565886583972036897e+05 1.637566741696521640e+05 1.707398548174055468e+05 1.774739087308078888e+05 1.844370536386588647e+05 1.915159095203601173e+05 1.985195146707395907e+05 2.059486779574890970e+05 2.136030376937671972e+05 2.212053311910546618e+05 2.293433221583019185e+05 2.377516852947024745e+05
1.015535255553809413e-01 1.232736029040160386e-01 1.496391296100294532e-01 1.816436656587541998e-01 2.204932717794823027e-01 2.676519587055435911e-01 3.248968570367967157e-01 3.943851867287037072e-01 4.787355498899702466e-01 5.811266103311067965e-01 7.054168785095239480e-01 8.562901158537469248e-01 1.039431837891481081e+00 1.261743567535225097e+00 1.531602912458340127e+00 1.859179267331900309e+00 2.256817037863127151e+00 2.739500828071603777e+00 3.325420120946547708e+00 4.036654731942675767e+00 4.900006865982742710e+00 5.948011133249158533e+00 7.220160585256727437e+00 8.764394973218195162e+00 1.063890731231451880e+01 1.291433683053853620e+01 1.567643094132011861e+01 1.902927655385698458e+01 2.309922249003175665e+01 2.803964082049350282e+01 3.403670654636008663e+01 4.131641342838830866e+01 5.015309034851549086e+01 6.087973913481283716e+01 5.414364193090123933e+01 6.873191783771724772e+01 8.402181831202946682e+01 1.060138564596560684e+02 1.335658715426124274e+02 1.627573419632644800e+02 2.047362870585738790e+02 2.570890294569798584e+02 3.124981322417638694e+02 3.916097295670336962e+02 4.900592483329925813e+02 5.939056294344068192e+02 7.406484504974879428e+02 9.211762042916233213e+02 1.109625930655902039e+03 1.370882114034560118e+03 1.685098789015729835e+03 2.007682712545727782e+03 2.439372994187188851e+03 2.940929649013339258e+03 3.446731446962704922e+03 4.093414795418359517e+03 4.819763284387749081e+03 5.546117376055400200e+03 6.436954096036798546e+03 7.416781515860695436e+03 8.489610925708913783e+03 9.571142394137788870e+03 1.084579160944282376e+04 1.223181425948061224e+04 1.364413758577057888e+04 1.527731509687430298e+04 1.704880698298430434e+04 1.887329503152715552e+04 2.096125679465645953e+04 2.323664076764939091e+04 2.562354837386397412e+04 2.836063585631230671e+04 3.139151258189265354e+04 3.466623991188011132e+04 3.847016747511804715e+04 4.278102791555973090e+04 4.758155677472992829e+04 5.318525536084263877e+04 5.955618748646391759e+04 6.661566736090858467e+04 7.454708761067168962e+04 8.310395586787025968e+04 9.193696234659002221e+04 1.009589499291581451e+05 1.097398330858711997e+05 1.179149534874594974e+05 1.256137162183260807e+05 1.327433097303684335e+05 1.392764662335407920e+05 1.456410666725400079e+05 1.518442157999647898e+05 1.578280356991601875e+05 1.640171127728822175e+05 1.703101318817455904e+05 1.765369225316619559e+05 1.831425833603950159e+05 1.899487852793149941e+05 1.967088678694531845e+05 2.039454362124275358e+05 2.114225070028565533e+05
9.062354509311290607e-02 1.100059387447889919e-01 1.335338023544387076e-01 1.620937612523115356e-01 1.967620705293884331e-01 2.388451726945151898e-01 2.899289297270952193e-01 3.519383847887561645e-01 4.272103056576860847e-01 5.185812436164946027e-01 6.294944262096427989e-01 7.641295120231027527e-01 9.275600971726650767e-01 1.125944908984156889e+00 1.366759891819009587e+00 1.659079930980354778e+00 2.013920831199127459e+00 2.444654436836660949e+00 2.967512537216650870e+00 3.602198546283275515e+00 4.372630007156075749e+00 5.307839902164595891e+00 6.443070733380952930e+00 7.821102603042089818e+00 9.493865341318990403e+00 1.152439543294561730e+01 1.398921148764115152e+01 1.698119777168485101e+01 2.061310446380975492e+01 2.502179653925410463e+01 3.037341139715536542e+01 3.686961959160512237e+01 4.475522459610793646e+01 5.432738799138943619e+01 4.854954065444528766e+01 6.147291517299724006e+01 7.514777879201419353e+01 9.481661699513091435e+01 1.194577080550652965e+02 1.456691929290834366e+02 1.831068669160314073e+02 2.299246128925594519e+02 2.794739455063335072e+02 3.502139035452199209e+02 4.383218684693448495e+02 5.310788662723014113e+02 6.622485862966856303e+02 8.235849258945982001e+02 9.919750082345736928e+02 1.225409687249240278e+03 1.505911715590441872e+03 1.793888254185736514e+03 2.179060843421525988e+03 2.626367801269829670e+03 3.077384598706205452e+03 3.653693571401327517e+03 4.300776419273542160e+03 4.947871775222419274e+03 5.741214869251820346e+03 6.613514131432663817e+03 7.489885284866633810e+03 8.531537138762199902e+03 9.666119528937897485e+03 1.081770141905973105e+04 1.215707033444035733e+04 1.361068038288476237e+04 1.510158003738217303e+04 1.681156423656961852e+04 1.867008690671912700e+04 2.069558862746341765e+04 2.282085826190714579e+04 2.525796516639522088e+04 2.795711520524319349e+04 3.087428755262482082e+04 3.426311899195570004e+04 3.810413476209087821e+04 4.238218473621151497e+04 4.737542893099131470e+04 5.305141958389907813e+04 5.933917349637462758e+04 6.639965258357280982e+04 7.401184270487738831e+04 8.186354786753484223e+04 8.987628412003236008e+04 9.766881109725637361e+04 1.049195149383748794e+05 1.117463523427376058e+05 1.180693177316341607e+05 1.238653568524196453e+05 1.295149114540007431e+05 1.350237985185447324e+05 1.403398528327392996e+05 1.458399269080931263e+05 1.514334513940308243e+05 1.569687683091750951e+05 1.628413886741190800e+05 1.688925983897822734e+05 1.749029796686723130e+05 1.813371367566966801e+05 1.879852061906589370e+05
8.089370753035597661e-02 9.819510179479275236e-02 1.191968857759598266e-01 1.446904918778810223e-01 1.756366225810034321e-01 2.132014536082831868e-01 2.588005801564604025e-01 3.141523622647500735e-01 3.813426795908161360e-01 4.629035358166435632e-01 5.619084748171255805e-01 6.820884042596133678e-01 8.279721913374633591e-01 1.005057328855032628e+00 1.220017103054493735e+00 1.480952070108405794e+00 1.797695317932276993e+00 2.182183016820435917e+00 2.648904222756031324e+00 3.215446883808320333e+00 3.903160625353016666e+00 4.737961290550823712e+00 5.751307554432945501e+00 6.981386414373167426e+00 8.474552231036112104e+00 1.028707354870098456e+01 1.248725352223657659e+01 1.515800385701531638e+01 1.839996925826314111e+01 2.233532013176915143e+01 2.711235646030130297e+01 3.291109634846374377e+01 3.995005983503605762e+01 4.849450361435502543e+01 4.344672813279797197e+01 5.501160926031209186e+01 6.724890919491234342e+01 8.484983471908877561e+01 1.069935053181258837e+02 1.303548105405965885e+02 1.638541909384824748e+02 2.057450722451337128e+02 2.500784189700098352e+02 3.134450027512003771e+02 3.921845355874833672e+02 4.751542672413605146e+02 5.924608914521164706e+02 7.367126372103302856e+02 8.873087902105028206e+02 1.095842714996439781e+03 1.346396622601838544e+03 1.603561824460655771e+03 1.947318015723917824e+03 2.346376567364145558e+03 2.748564666136302094e+03 3.262218128985142357e+03 3.838731265360999714e+03 4.415264602587230911e+03 5.121741156940935980e+03 5.898388024924882302e+03 6.678780242256279962e+03 7.606018834482183593e+03 8.616060315865763187e+03 9.641126892925367429e+03 1.083322187578164085e+04 1.212698325597621442e+04 1.345417338423569527e+04 1.497616762737301906e+04 1.663043883031524092e+04 1.835357664624700556e+04 2.032586979788100871e+04 2.249594449191967942e+04 2.481585016093551531e+04 2.749869179491799878e+04 3.051801696157029073e+04 3.385382334003264987e+04 3.775372344374103704e+04 4.220352661710081884e+04 4.717301982205388776e+04 5.286154021948355512e+04 5.914661378039450210e+04 6.591773975920928933e+04 7.289578511889249785e+04 8.001002992714759603e+04 8.692274901407687867e+04 9.335065522642701399e+04 9.940149428645754233e+04 1.050066160441765824e+05 1.101466777201097866e+05 1.151598725228575786e+05 1.200508652543414937e+05 1.247725798619861889e+05 1.296593860550609388e+05 1.346302865899795725e+05 1.395501078668885748e+05 1.447702244362325582e+05 1.501493851117035374e+05 1.554924239207856881e+05 1.612123167354623729e+05 1.671224514199232508e+05
